id,title,description,via,role
a64ae083-0466-451f-aef3-5dd4e860fae8,Data Scientist,"Company Description

Bosch Global Software Technologies Private Limited is a 100% owned subsidiary of Robert Bosch GmbH, one of the world's leading global supplier of technology and services, offering end-to-end Engineering, IT and Business Solutions. With over 20K+ associates, it’s the largest software development center of Bosch, outside Germany, indicating that it is the Technology Powerhouse of Bosch in India with a global footprint and presence in the US, Europe and the Asia Pacific region.

Job Description

As five-star service provider for our internal divisions, Bosch Global Business Services offers End-to-End processes that ensure the best possible customer experience. Our long-term aim is to process all services from anywhere in the world and provide our solutions around the clock. Working with us means being part of a diverse team, with dynamic colleagues as digital innovation center for internal business processes driving success together. Join our team as Future-Makers... Solution Innovators and Design Thinkers and help us to offer services that empower people to create technology that is invented for life.

Activities:
• As a Data Scientist you will work as part of our global Data Science team to provide data driven AI solutions for our internal customers using state-of-the-art Machine Learning methods and tools.
• In collaboration with other Bosch units, you will enhance and operate our existing cloud-based solutions as well as explore new potential Machine Learning use cases.
• As an employee of the global cross Business Intelligence team (xBI), you will work on the future steering of Bosch together with Data Modelers, Data Engineers, and Business Analysts.
• Last but not least, as part of the leading in-house provider for data and analytics-based solutions within Bosch, you will experience the start-up spirit with us and make your contribution through entrepreneurial thinking and acting.

Qualifications
• Education: Masters or bachelor’s degree in software engineering, Computer Science, Mathematics, or comparable qualification
• Experience: At least 2 years of experience of professional data science.
• Know-How: Extensive know-how of Python, (R is a plus) and in object-oriented programming languages with high code quality (Clean Code). Proven track record in machine learning, neural networks, pattern analysis, time series forecasting, data analysis as well as data-pipeline technologies (e.g., Kubernetes, Docker, NoSQL-Databases, Workflow-Engine). Solid understanding of statistics; knowledge of Cloud Technologies (ideally Microsoft Azure) and SQL are beneficial
• Languages: Fluent in English, written and spoken. Strong communication and client-facing skills.
• Personality and Working Practice: strong communicational skills, committed, responsible, flexible, agile, analytical, proactive, result and solution-oriented
• Enthusiasm: Passion for data science and advanced analytics, developing interdisciplinary approaches and products for customers and presenting complex issues in a simple manner

Additional Information
• Personality: Positive Attitude , Team player, committed, responsible and flexible & Ability to lead teams .
• Enthusiasm: High Passion for software development, data and its integration, developing interdisciplinary approaches and products for customers and presenting complex issues in a simple manner
• Way of working: Agile, analytical, proactive, result, solution-oriented and high code quality", SmartRecruiters Job Search,data%scientist%20india
39dddd67-aef8-40e3-b09b-759c06e722aa,Data Scientist,"Job Description

Data Scientist

The incumbent is responsible for supporting Human Health (HH) in partnering with 68 countries to ensure we are developing an industry-leading strategy and approach to data sourcing & utilizing commercial data assets to inform business critical decisions and actions within the markets. Under direction of the Data Supplier Strategy Engagement Leader, the incumbent will be assigned to manage the relationship with IQVIA, the largest vendor in the HH commercial data space in the first ever centralized global data program.

The Data Science Senior Specialist will conduct benefit realization activities, including exploratory data analyses, fit for purpose analyses, and proof-of-concept use case tests which will identify value, quality, cost, and efficiencies.

The team will work closely with the other key areas of the Business, Market D&A teams, Procurement, DSI, Contracting, Governance & Compliance, and Vendor Management. They will field escalations, drive... the team based on the agreed upon SLA, maintain a set of data analytics tools, and works with the other areas of the broader DSI&G team to drive continuous improvement.

Job Tasks:
• Determine how best to manipulate data sources to get the answers you need, making it easier for data scientists to discover patterns, spot anomalies, test a hypothesis, or check assumptions.
• Acquire and integrate data from multiple data sources for analysis, perform exploratory to advanced predictive and/or modelling analytics, and identify data relationships such as trends, patterns and correlations in order to solve business questions as well as provide actionable recommendations
• Having the skills needed to exploit the data and managing the issues of data privacy and security. Leverage high technical skill and ability to support the development of innovative data solutions which can differentiate and drive growth for our Company.
• Use statistical and computer science software to navigate big data and multiple databases residing in different platforms, to carry out analyses that includes identifying appropriate data sources, compiling and cleaning data, analysing and visualizing findings, writing reports, and developing recommendations.
• Conducts assigned data innovation analytics including data quality assessments, fit-for-purpose analyses, and proof-of-concept use case tests.
• Leverage the data to develop clear understanding of efficiencies, and partnership values to convey key insights to help inform strategic decisions
• Ensure alignment with the other Data Scientist’s in the team and share best practices
• Be able to presents data and analysis in a clear and concise manner allowing the internal clients to quickly understand the results and make data driven decisions.
• Promote a risk-aware culture, ensure efficient and effective risk and compliance management practices by adhering to required standards and processes.
• Produces exploratory data summaries, visualizations, and presentations to highlight topics of potential focus for further analysis, policy review, and/or external collaboration.

Education
• Bachelor of Science (or equivalent) in Data Science, Computer Science, Management Information Systems, IT, MBA, or an equivalent scientific/commercial discipline
• Minimum of three (2) or more years of experience in analysing healthcare administrative data, electronic health records, and/or disease/patient registries for relevant quantitative and qualitative research.

Preferred:
• MS (or equivalent) in Data Science, Computer Science, Management Information Systems, IT, MBA, or an equivalent scientific/commercial discipline

Experience:
• Strong business acumen with a keen ability to understand how data (HCP, consumer, payer, patient, account, engagement, etc.) can be leveraged to inform critical commercial decisions and actions.
• Proven ability to analyse and assess the commercial value of data assets.
• Proven potential to effectively collaborate with a broad range of internal and external stakeholders. Global experience a plus.
• Intellectual curiosity and ability to identify innovative approaches to addressing data needs.
• Excellent presentation, analytics, and communication skills, both written and oral, are required to synthesize key issues and communicate/persuade constituencies towards specific actions and initiatives.
• Ability to attain “trusted advisor” status with key stakeholders and business clients.
• Ability to operate in dynamic, transforming environment.
• Project management and root cause analysis

Our Human Health Division maintains a “patient first, profits later” ideology. The organization is comprised of sales, marketing, market access, digital analytics and commercial professionals who are passionate about their role in bringing our medicines to our customers worldwide.

Who we are …

We are known as Merck & Co., Inc., Rahway, New Jersey, USA in the United States and Canada and MSD everywhere else. For more than a century, we have been inventing for life, bringing forward medicines and vaccines for many of the world's most challenging diseases. Today, our company continues to be at the forefront of research to deliver innovative health solutions and advance the prevention and treatment of diseases that threaten people and animals around the world.

#Data2020

What we look for …

Imagine getting up in the morning for a job as important as helping to save and improve lives around the world. Here, you have that opportunity. You can put your empathy, creativity, digital mastery, or scientific genius to work in collaboration with a diverse group of colleagues who pursue and bring hope to countless people who are battling some of the most challenging diseases of our time. Our team is constantly evolving, so if you are among the intellectually curious, join us—and start making your impact today.

We are proud to be a company that embraces the value of bringing diverse, talented, and committed people together. The fastest way to breakthrough innovation is when diverse ideas come together in an inclusive environment. We encourage our colleagues to respectfully challenge one another’s thinking and approach problems collectively. We are an equal opportunity employer, committed to fostering an inclusive and diverse workplace.

Current Employees apply HERE

Current Contingent Workers apply HERE

Search Firm Representatives Please Read Carefully
Merck & Co., Inc., Rahway, NJ, USA, also known as Merck Sharp & Dohme LLC, Rahway, NJ, USA, does not accept unsolicited assistance from search firms for employment opportunities. All CVs / resumes submitted by search firms to any employee at our company without a valid written search agreement in place for this position will be deemed the sole property of our company. No fee will be paid in the event a candidate is hired by our company as a result of an agency referral where no pre-existing agreement is in place. Where agency agreements are in place, introductions are position specific. Please, no phone calls or emails.

Employee Status:
Regular

Relocation:
No relocation

VISA Sponsorship:
No

Travel Requirements:
No Travel Required

Flexible Work Arrangements:
Hybrid

Shift:

Valid Driving License:

Hazardous Material(s):

Requisition ID:R231099", MSD Careers,data%scientist%20india
d5f0a4f0-83e6-491a-9010-d672d951aeb0,Data Scientist - Remote (India),"About Aryng :

Aryng is a Data Science consulting, training, and advising company. Aryng's SWAT Data science team helps solve complex business problems, develop the company's Data DNA through Data Literacy programs, and deliver rapid ROI using machine learning, deep learning, and AI. Our client list includes companies like Google, Box, Here, Applied Materials, Abbott Labs, and GE among others.
• Are you overworked and have no work-life balance?
• Are you frustrated with building models but unsure if your work is driving any impact?
• Are you a downstream order taker with no access to clients or stakeholders?
• Are you tired of your company's work culture with useless hierarchy and bureaucracy?
• Are you constantly in a support role with no seat at the table?

At Aryng, we are looking for a seasoned data scientist who wants to drive impact with their direct hands-on work with the client. This is a permanent job role in a fast-growing start-up with a fantastic work culture and excellent... job satisfaction.

Aryng is a Silicon-Valley based data science consulting company with clients including Google, JMSMuckers, Regeneron, GE, Life360, and Ipsy.

Here are our core values:
• We have a non-hierarchical, super-transparent culture. We all know what everyone is working on, where we are going, and how we are doing.
• We are all learners, entrepreneurial, and love growth.
• We are super talented and are known in the industry as a SWAT data science team

Requirements
• Work with clients to solve high-value problems in product, marketing, and operations.
• Identify opportunities for leveraging client data to drive business solutions.
• Assess the effectiveness and accuracy of new data sources and data-gathering techniques.
• Develop advanced Machine learning and deep learning models for predictive analysis.
• Use predictive modeling to increase and optimize customer experiences and revenue generation, increase growth, and drive profit.
• Help with other activities to grow Aryng, including blogging, evangelizing the use of data science, mentoring trainees, and hiring.

This role requires mandatory overlap hours with clients in the US from - 8 am - 12 pm PST- .

Key Skills expected :
• Proficient in Python and/or R
• Experience with machine learning models such as gradient boosting, SVM, random forest, clustering, KNN, etc.
• Statistical modeling and mathematical modeling
• SQL

Good to have :
• Knowledge of deep learning models
• Knowledge of deep learning framework.
• Knowledge of cloud computing infrastructures.

PLEASE APPLY IF YOU ARE WILLING TO WORK FROM 8:30 pm TO 1:30 am IST (Overlap hours with US clients)

Benefits
• Flexible work hours
• Rapidly Growing Company
• Awesome work culture
• Learn From Experts
• Work-life Balance
• Competitive Salary
• No Hierarchy
• Highly Collaborative work environment
• Executive Presence
• End to End Problem Solving
• 50%+ Tax Benefit
• 100% Remote Company

Check out our website to learn more about us.

Why Join Aryng: Click on the Youtube link

Aryng focuses on Machine Learning, Big Data, Artificial Intelligence, Consulting, and Data Mining. Their company has offices in Sunnyvale and Delhi. They have a small team that's between 11-50 employees.

You can view their website at https://aryng.com/ or find them on LinkedIn", Wellfound,data%scientist%20india
0e0070d1-e042-42cb-a45a-66ae57890a4d,"Principal Associate, Data Science","Voyager (94001), India, Bangalore, Karnataka

Principal Associate, Data Science

At Capital One data is at the center of everything we do. As a startup, we disrupted the credit card industry by individually personalizing every credit card offer using statistical modeling and the relational database, cutting edge technology in 1988! Fast-forward a few years, and this little innovation and our passion for data has skyrocketed us to a Fortune 200 company and a leader in the world of data-driven decision-making.

Today, we are a high-tech company, a scientific laboratory, and a nationally recognized brand all in one impacting over 65 million customer accounts. Still founder-led by Chairman and CEO Richard Fairbank, we dare to dream, disrupt, and deliver a better way for our customers, the financial industry and for each other.

As a Data Scientist at Capital One, you’ll be part of a team that’s leading the next wave of disruption at a whole new scale, using the latest in computing and... machine learning technologies and operating across billions of customer records to unlock the big opportunities that help everyday people save money, time and agony in their financial lives.

Team Description

At DataLabs Capital One India, we are at the cutting edge of solving some of the fundamental business problems using advanced data methodologies, statistics and machine learning algorithms.

In DataLabs Model Risk Management team, we defend the company against model failures and find new ways of making better decisions with models. We use our statistics, software engineering, and business expertise to drive the best outcomes in both Risk Management and the Enterprise. We also understand that we can’t prepare for tomorrow by focusing on today, so we invest in the future: investing in new skills, building better tools, and maintaining a network of trusted partners. We learn from past mistakes and develop increasingly powerful techniques to avoid their repetition.

Role Description

In this role you will:
• Partner cross-functionally with data scientists, quantitative analysts, business analysts, software engineers, and project managers to manage the risk and uncertainty inherent in statistical and machine learning models in order to lead Capital One to the best decisions, not just avoid the worst ones.
• Build and validate statistical and machine learning models through all phases of development, from design through training, evaluation and implementation
• Develop new ways of identifying weak spots in model predictions earlier and with more confidence than the best available methods
• Assess, challenge, and at times defend state-of-the-art decision-making systems to internal and regulatory partners
• Leverage a broad stack of technologies — Python, R, Conda, AWS, and more — to reveal the insights hidden within huge volumes of data
• Build upon your existing machine learning and statistical toolset - both by learning new technologies and by building custom software tools for data exploration, model performance evaluation, and more
• Communicate technical subject matter clearly and concisely to individuals from various backgrounds both verbally and through written communication; prepare presentations of complex technical concepts and research results to non-specialist audiences and senior management
• Flex your interpersonal skills to translate the complexity of your work into tangible business goals, and challenge model developers to advance their modeling, data, and analytic capabilities

The ideal candidate is:
• Inquisitive. You thrive on bringing definition to big, undefined problems. You love asking questions and pushing hard to find answers. You’re not afraid to share a new idea.
• Technical. You’re comfortable with open-source languages and are passionate about developing further. You have hands-on experience developing data science solutions using open-source tools and cloud computing platforms.
• Statistically-minded. You’ve built models, validated them, and backtested them. You know how to interpret a confusion matrix or a ROC curve. You have experience with clustering, classification, time series, and deep learning.
• Innovative. You continually research and evaluate emerging technologies. You stay current on published state-of-the-art methods, technologies, and applications and seek out opportunities to apply them.

Basic Qualifications:
• Degree in statistics, math, engineering, economics, econometrics, financial engineering, finance, or operations research with a quantitative emphasis preferred
• 6+ years relevant work experience
• Experience in Python or R

Preferred Skills:
• Proficiency in key econometric and statistical techniques (such as predictive modeling, logistic regression, survival analysis, panel data models, decision trees, machine learning methods)
• 3+ years of experience model development or validation
• 3+ years of experience in R or Python for large scale data analysis
• 3+ years of experience with relational databases and SQL
• Experience in Financial Risk across any area or Financial Risk Management (FRM) certification
• Strong analytical skills with high attention to detail and accuracy
• Excellent written and verbal communication skills

No agencies please. Capital One is an Equal Opportunity Employer committed to diversity and inclusion in the workplace. All qualified applicants will receive consideration for employment without regard to sex, race, color, age, national origin, religion, physical and mental disability, genetic information, marital status, sexual orientation, gender identity/assignment, citizenship, pregnancy or maternity, protected veteran status, or any other status prohibited by applicable national, federal, state or local law. Capital One promotes a drug-free workplace. Capital One will consider for employment qualified applicants with a criminal history in a manner consistent with the requirements of applicable laws regarding criminal background inquiries, including, to the extent applicable, Article 23-A of the New York Correction Law; San Francisco, California Police Code Article 49, Sections 4901-4920; New York City’s Fair Chance Act; Philadelphia’s Fair Criminal Records Screening Act; and other applicable federal, state, and local laws and regulations regarding criminal background inquiries.

If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation, please contact Capital One Recruiting at 1-800-304-9102 or via email at RecruitingAccommodation@capitalone.com. All information you provide will be kept confidential and will be used only to the extent required to provide needed reasonable accommodations.

For technical support or questions about Capital One's recruiting process, please send an email to Careers@capitalone.com

Capital One does not provide, endorse nor guarantee and is not liable for third-party products, services, educational tools or other information available through this site.

Capital One Financial is made up of several different entities. Please note that any position posted in Canada is for Capital One Canada, any position posted in the United Kingdom is for Capital One Europe and any position posted in the Philippines is for Capital One Philippines Service Corp. (COPSSC", Capital One Careers,data%scientist%20india
7a22ac09-74f3-40f2-ae10-e3bc9a1e5e9d,"Sr. Data Scientist, Data Science","Sr. Data Scientist - Machine Learning Specialist

Headquartered in Dublin, Ohio, Cardinal Health, Inc. (NYSE: CAH) is a global, integrated healthcare services and products company connecting patients, providers, payers, pharmacists and manufacturers for integrated care coordination and better patient management. Backed by nearly 100 years of experience, with more than 50,000 employees in nearly 60 countries, Cardinal Health ranks among the top 20 on the Fortune 500.

Department Overview

augmented Intelligence (augIntel) builds automation, analytics and artificial intelligence solutions that drive success for Cardinal Health by creating material savings, efficiencies, and revenue growth opportunities. The team drives business innovation by leveraging emerging technologies and turning them into differentiating business capabilities.

Job Overview

Create and deliver business value at Cardinal Health by influencing and leading the charge of the machine leaning domain across business and... IT. Design and develop machine learning and deep learning solutions to maximize business value and effectiveness.

Responsibilities
• Research, evaluate, and implement artificial intelligence algorithms. Ensure projects are delivered in-line with reference architecture, road map and to the defined standards and best practices. Troubleshoot technical issues within ML platforms.
• Diagnose business needs, analyze business processes, data flows, IT / technical artifacts and extract understanding of how the system or business process works as input for model development.
• Identify high-value ML business opportunities and work with Business and IT stakeholders to realize business benefit.
• Use deep subject matter/ functional expertise, influence and process skills to help internal/external customers and stakeholders identify and meet their high priority needs while considering cultural and diversity implications.
• Work across diverse teams, perspectives and opinions and quickly build consensus.
• Encourage informed risk-taking and act as a catalyst for innovation at Cardinal Health
• Proactively develop, maintain and evangelize technical knowledge in Machine Learning and adjacent technologies.
• Guide and mentor junior data scientists.
• Lead machine learning solutions and present the findings to management and/or business stakeholders.

Core Capabilities:
• Possess deep functional and technical understanding of the Machine Learning technologies (Google’s Cloud Platform, custom and COTS-embedded) and leverage it across Cardinal Health’s large, complex and diverse landscape.
• Business acumen (strong understanding of how business operates, and how to harness data and analytics to meet business needs)
• Ability to develop and deploy advanced analytical models and algorithms that drive profitable growth, predictable patterns and areas of opportunity.
• Maintain a solid understanding of up and downstream impacts implementing solutions using ML technologies.
• Engage early in project efforts in order to analyze current solutions, provide solution options and recommendations, understand business process impact, provide accurate estimates.
• Aide adoption of ML solutions within the business by conducting training, coordinating demos.
• Establish development and delivery best practices in order for ML implementations to minimize rework and maintenance cost. Build ML architectures that work at Cardinal Health scale.
• Experience with building explainable ML models.

Qualifications

Required:
• 7+ years in the distribution or Healthcare industry and deep knowledge of their business practices.
• 3+ years of proven Machine Learning experience and involvement in packaged platform delivery and management.
• Strong working knowledge of a variety of machine learning techniques (Regression, Clustering, Decision Tree, Probability Networks, Neural Networks, Bayesian models etc.)
• Experience with Machine Learning and related technologies such as Python, TensorFlow, Torch, Amazon SageMaker, Jupiter Notebooks.
• Understanding of cloud data engineering and integration concepts.

Preferred:
• Delivery experience with Google Cloud Platform.
• Delivery of related information software solutions such as data warehouses and integration platforms.
• Agile development skills and experience.

Cardinal Health supports an inclusive workplace that values diversity of thought, experience and background. We celebrate the power of our differences to create better solutions for our customers by ensuring employees can be their authentic selves each day. Cardinal Health is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, ancestry, age, physical or mental disability, sex, sexual orientation, gender identity/expression, pregnancy, veteran status, marital status, creed, status with regard to public assistance, genetic status or any other status protected by federal, state or local law", Cardinal Health Careers,data%scientist%20india
77931311-40d5-4b87-8974-30c046c172a8,Java fullstack developer,"Hiring for java full stack developer
Experience 3 +yrs
Mandatory Experience, skills - java, springboot, react js or angular
Notice period immediate joiners to 15 days
Location - Chennai hybrid mode.

Note-north location candidates are not eligible.

Intrested people please share your cv
Email - sana.fatima@sdnaglobal.com", LinkedIn,fullstack%developer%20india
bc2187c3-d4c3-40d2-a306-064c80ca0fb6,Java fullstack developer,"Hi,

We are currently looking for a Java Fullstack developer for Bangalore location

Responsibilities and Key Activities:
• Manage the delivery of project/product from design through to release
• Provide accurate project estimations, identify resources/competences, develop project plan, and deliver to the schedule. Ensure that risks and issues are identified and managed closely
• Work closely with relevant teams internally to ensure alignment and coordination. Ensure awareness, involvement, and support from the key stakeholders - maintaining robust communication on the project status throughout its life cycle
• Build the team and develop capabilities of the team members by adapting Software product development best practices.
• Break down high-level objectives into specific software development tasks and follow through on their execution
• Design overall system architecture, database schema and user interface. Contribute to technical solutions from design through to code level
• Help... with gathering requirements, creating functional specifications, and creating and reviewing user stories and technical specifications
• Conduct peer code reviews and perform unit and integration testing
• Analyze, debug, and solve complex technical issues and customer escalations
• Stay current on software technology, concepts, and tools and competing products
• Aid in recruitment, assimilating necessary technical knowledge and building team to meet organizational goals
• Conduct performance reviews, provide timely and frequent feedback, and set objectives for team members

Qualifications and Professional knowledge:
• Engineering degree in Computer Science with 7+ years of software development experience with good experience in full stack role.

Technical Skills (Must Have) -
• Hands on experience in Java based web / cloud development (full-stack web development with J2EE and AWS)
• Hands-on experience in developing user interfaces with HTML5, CSS, Bootstrap, JavaScript, and JavaScript libraries
• Hands-on experience in Web/Cloud application development using AWS, J2EE, Java Spring Boot and Web Services
• Must be familiar with Web Application Architecture, design patterns like MVC and capable of making design decisions considering performance and scalability of the application

Note: the company provides complete remote working option. if interested please do drop ur cv to the below id", BeBee India,fullstack%developer%20india
2ac8e920-ab86-443f-b321-38f808cc0ca3,Full Stack Developers,"A Full Stack Developer who has experience in developing web applications, must be proficient in both front-end and back-end development, have excellent problem-solving skills, and be able to work collaboratively within a team.

Responsibilities
• Developing and maintaining server-side applications using languages like Node.js, Python, or PHP.
• Building and maintaining databases, such as MySQL or MongoDB.
• Designing and developing web applications using HTML, CSS, and JavaScript frameworks/libraries like React or Angular.
• Integrating front-end and back-end systems to ensure seamless data flow and user experience.
• Testing and debugging code to ensure high-quality applications.
• Collaborating with other developers, designers, and stakeholders to ensure project goals are met.

Qualifications/Skills
• Bachelor's degree in Computer Science, Computer Engineering or a related field
• Minimum of 3+ years of experience in full stack development,
• Strong knowledge of full stack... development methodologies, tools, and technologies
• Strong communication and interpersonal skills
• Ability to work in a fast-paced and dynamic environment
• Strong analytical and problem-solving skills

Share your profile - hr@revdau.com", LinkedIn,fullstack%developer%20india
96efa2ff-bb12-4d1d-a5cd-4122b709979c,Computer Scientist 2 (Java Backend/ Fullstack Developer),"Our Company

Changing the world through digital experiences is what Adobe’s all about. We give everyone—from emerging artists to global brands—everything they need to design and deliver exceptional digital experiences! We’re passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen.

We’re on a mission to hire the very best and are committed to creating exceptional employee experiences where everyone is respected and has access to equal opportunity. We realize that new ideas can come from everywhere in the organization, and we know the next big idea could be yours!

We are looking for innovative and passionate full-stack developers with a strong interest & practical experience in designing & implementing SaaS systems.

Responsibilities:

1. Owning a feature from conception to delivery:

a. Engage with customers and product management teams (co-located in Bangalore) to understand... the need and design an innovative solution.

b. Elaborating the feature scope through competition analysis, research on recent technologies and trends to deliver the best-in-class and often next-in-class solutions, and iteratively work with customers to finesse the solution.

3. Writing use cases, effort estimation, and planning.

5. Designing, coding, and production support of the feature.

2. Handling non-functional requirements like scalability, performance, and resilience.

3. Participate in the evolution of best practices.

4. Display thought leadership through presentations in various aspects of computer science.

Requirements:

1. 6-8 years of experience as a full stack developer.

2. Knowledge of javascript & java programming languages with expertise in any one.

3. Strong computer science fundamentals & deep data structures knowledge.

4. Strong problem-solving skills.

Good to have skills:

1. Knowledge of AWS services like SQS, Kenises, Elastic Search, S3, etc.

2. Knowledge of Databases (MySQL, PostgreSQL, ORACLE, etc.)

3. Knowledge of Spring, Jooq, and ibernate", Careers At Adobe,fullstack%developer%20india
fe909ed2-5d9e-4c8b-a2ac-ef538d375a30,Javascrpt Fullstack Developer,"Java Script

- 6-8 years of experience

- React, Express framework and Node JS

- Agile methodology

- Communication (Excellent – Onsite team coordination – US Client)

- Understanding ability of understanding the project

- B.E / B.Tech / M.Tech / graduate

experience

6", Randstad India,fullstack%developer%20india
14075844-b03a-4999-908a-13019594ae67,Full Stack Developer,"Job Description

Role: Sr. Fullstack Developer

Total Experience: 5+ years

Relevant Years of Experience: 3+ years

Employment Status: Permanent

Core Skills: JavaScript/Typescript

Technical Skills: NodeJS, ReactJS, Express.js or other JavaScript frameworks

Good to Have: Java

What You’ll Do:

• Responsible for developing and implementing backend components using Node.js

• Responsible for API integration with Front-end components.

• Collaborate with the other stakeholders to design user interface ideas and applications.

• Review application requirements and interface designs.

• Troubleshoot and debug application code.

What You'll Need:

• 3+ years of experience with Node.js

• Strong proficiency with JavaScript and Typescript

• Experience working with front end frameworks like React

• Knowledge of Node.js frameworks such as Express, NestJS

• Solid understanding of asynchronous programming and its quirks and workarounds

• Experience building robust RESTful APIs

• Working... experience with databases like MySQL and MongoDB, PostgreSQL

• Experience working with version control like Git, Gitlab

• Working knowledge of unit testing frameworks

• Excellent Communication skill and a good team player.

Category

Full-Stack Developers (Web, Mobile & Software Dev)
Expertise

React.Js Typescript - Intermediate Node.Js", LinkedIn,fullstack%developer%20india
d7f11550-c27d-4141-967b-ef9a2c6dd7c9,Senior .Net Full Stack Developer,"Job Requirements

Experience: 4 - 7 Yrs.

Location: Bangalore / Hyderabad

Notice Period: preferred Less than 30 days only

Hands on knowledge in building back end C# Sharp classes covering the following areas:

a. Data Access

b. Microservices (Knowledge of coding patterns covering Ambassador, Circuit Breaker etc)

c. Common Service Classes – Error Handling, Exception handling, Caching, Auditing, Event Management & Journaling

d. Foundation classes (Creating wrapper classes over different .Net Frameworks).

e. AZURE Key Vault Classes (optional)

f. Helper Classes (Models, Controllers, Filters and Attributes)

g. UI development with Angular/NodeJS , ASP, added advantage

h. Hands on knowledge in migrating older version of .Net Framework to newer version of .Net Core (v3 and above).

i. Hands on knowledge in defining project dependencies and supporting libraries (DLL’s) for their code deliverables using Visual Studio

j. Knowledge on NEXUS, Scaffold , Kanika

Work Experience

Hands on... knowledge in building back end C# Sharp classes covering the following areas:

a. Data Access

b. Microservices (Knowledge of coding patterns covering Ambassador, Circuit Breaker etc)

c. Common Service Classes – Error Handling, Exception handling, Caching, Auditing, Event Management & Journaling

d. Foundation classes (Creating wrapper classes over different .Net Frameworks).

e. AZURE Key Vault Classes (optional)

f. Helper Classes (Models, Controllers, Filters and Attributes)

g. UI development with Angular/NodeJS , ASP, added advantage

h. Hands on knowledge in migrating older version of .Net Framework to newer version of .Net Core (v3 and above).

i. Hands on knowledge in defining project dependencies and supporting libraries (DLL’s) for their code deliverables using Visual Studio

j. Knowledge on NEXUS, Scaffold , Kanika", Chubb Careers,fullstack%developer%20india
16f6e858-1096-4c28-98d9-0d842c031d13,Full Stack Software Developer-Blue Planet,"Ciena is committed to our people-first philosophy. Our teams enjoy a culture focused on prioritizing a personalized and flexible work environment that empowers an individual’s passions, growth, wellbeing and belonging. We’re a technology company that leads with our humanity—driving our business priorities alongside meaningful social, community, and societal impact.

Why Ciena:
• We are big proponents of life-work integration and provide the flexibility and tools to make it a reality with remote work and potentially, part-time work.
• We believe an inclusive, diverse and barrier-free work environment makes for empowered and committed employees.
• We recognize the importance of well-being and offer programs and benefits to support and sustain the mental and physical health of our employees and their families and also offer a variety of paid family leave programs.
• We are committed to employee development, offering tuition reimbursement and a variety of in-house learning and mentorship... opportunities.
• We know that financial security is important.  We offer competitive salaries and incentive programs, RSU’s (job level specific) and an employee share option purchase program.
• We realize time away to recharge is non-negotiable.  We offer flexible paid time off!
• Great work deserves recognition. We have a robust recognition program, with ongoing and enhanced awards for exemplary performance.

How You Will Contribute:

 

Blue Planet www.blueplanet.com, the software division of Ciena, provides best-in-class intelligent automation software and niche professional services to help clients modernize their IT and network operations. Driven by policy and AI-based insights, Blue Planet delivers the closed-loop automation tools needed to align IT and networking processes—critical to facilitating digital transformation and an adaptive network. 

We are looking for Full Stack Developers who are prepared to shape the future of all UIs/Backend company products used by customers around the world and working in a highly professional team of product developers. The team’s focus is on high quality, high reusability, and high customizability of UI/Backend components.
• Design, development, unit testing, documentation and analysis of modules or features of new or upgraded software systems and products
• Implementing according to product plans and priorities.
• Ability to work independently with good technical interpersonal skills to collaborate both in the team and outside the team.
• Crafting / Extending UI generic reusable and configurable/customizable components like grids and reports using in-house core product modules as well as looking at applicable standard methodologies outside the company
• Crafting / Extending Rest APIs in Java/J2EE with Spring MVC
• Writing queries, procedures on databases primarily Neo4j, PostgreSQL, Oracle
• Learning the existing code, coding and documentation standards and extending the core product components without breaking backwards compatibility and with adhering to coding/documentation standards.

 

What Does Ciena Expect of You?

Bachelors/Master’s in computer science with 4+ years proven experience in software development

PROGRAMMING SKILLS

Expected:

Frontend languages: Typescript/JavaScript, html, CSS

Frontend frameworks/libraries: Angular 8+, Node.js/npm

Backend languages: Java 11+/J2EE

Backend frameworks/libraries: maven, Spring framework

Programming theory: algorithms and data structures

Desirable:

DB: PostgreSQL

Programming theory: relational and graph database concepts

Preferred Domain: Telecom, OSS

Non-critical Extra:

Frontend frameworks/libraries: gulp

DB: Neo4j (graph DB)

Other Skills: Elasticsearch, SDLC

Opportunity:
• Work on state of the art generic and reusable UI component framework integrated into multi-product multi-UI microservices framework.
• Be part of global forward-looking product engineering group.
• Shape the future of UI development that will enable BluePlanet product development teams, as well as Blue Planet Professional Services and partners to create consistent in user experience UIs.

Collaboration With Other Teams
• Work in a distributed team environment
• Attend status calls with collaborators as needed
• Work closely with the product teams - both your own and those that use the product of team's work

#LI-PS

At Ciena, we are committed to building and fostering an environment in which our employees feel respected, valued, and heard. Ciena values the diversity of its workforce and respects its employees as individuals. We do not tolerate any form of discrimination.

If contacted in relation to a job opportunity, please advise Ciena of any accommodation measures you may require", Ciena Careers,fullstack%developer%20india
